Gene stable ID	Gene name	Gene description	Gene type	WikiGene name	Gene stable ID version
ENSG00000065621	GSTO2	glutathione S-transferase omega 2 [Source:HGNC Symbol;Acc:HGNC:23064]	protein_coding	GSTO2	ENSG00000065621.15
ENSG00000065665	SEC61A2	SEC61 translocon subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:17702]	protein_coding	SEC61A2	ENSG00000065665.21
ENSG00000065717	TLE2	TLE family member 2, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11838]	protein_coding	TLE2	ENSG00000065717.15
ENSG00000065802	ASB1	ankyrin repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:16011]	protein_coding	ASB1	ENSG00000065802.12
ENSG00000065809	FAM107B	family with sequence similarity 107 member B [Source:HGNC Symbol;Acc:HGNC:23726]	protein_coding	FAM107B	ENSG00000065809.14
ENSG00000065833	ME1	malic enzyme 1 [Source:HGNC Symbol;Acc:HGNC:6983]	protein_coding	ME1	ENSG00000065833.9
ENSG00000065882	TBC1D1	TBC1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:11578]	protein_coding	TBC1D1	ENSG00000065882.18
ENSG00000065883	CDK13	cyclin dependent kinase 13 [Source:HGNC Symbol;Acc:HGNC:1733]	protein_coding	CDK13	ENSG00000065883.18
ENSG00000065911	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]	protein_coding	MTHFD2	ENSG00000065911.13
ENSG00000065923	SLC9A7	solute carrier family 9 member A7 [Source:HGNC Symbol;Acc:HGNC:17123]	protein_coding	SLC9A7	ENSG00000065923.10
ENSG00000065970	FOXJ2	forkhead box J2 [Source:HGNC Symbol;Acc:HGNC:24818]	protein_coding	FOXJ2	ENSG00000065970.9
ENSG00000065978	YBX1	Y-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8014]	protein_coding	YBX1	ENSG00000065978.19
ENSG00000065989	PDE4A	phosphodiesterase 4A [Source:HGNC Symbol;Acc:HGNC:8780]	protein_coding	PDE4A	ENSG00000065989.16
ENSG00000066032	CTNNA2	catenin alpha 2 [Source:HGNC Symbol;Acc:HGNC:2510]	protein_coding	CTNNA2	ENSG00000066032.19
ENSG00000066044	ELAVL1	ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]	protein_coding	ELAVL1	ENSG00000066044.15
ENSG00000066084	DIP2B	disco interacting protein 2 homolog B [Source:HGNC Symbol;Acc:HGNC:29284]	protein_coding	DIP2B	ENSG00000066084.13
ENSG00000066117	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]	protein_coding	SMARCD1	ENSG00000066117.15
ENSG00000066135	KDM4A	lysine demethylase 4A [Source:HGNC Symbol;Acc:HGNC:22978]	protein_coding	KDM4A	ENSG00000066135.13
ENSG00000066230	SLC9A3	solute carrier family 9 member A3 [Source:HGNC Symbol;Acc:HGNC:11073]	protein_coding	SLC9A3	ENSG00000066230.12
ENSG00000066248	NGEF	neuronal guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:7807]	protein_coding	NGEF	ENSG00000066248.15
ENSG00000066279	ASPM	assembly factor for spindle microtubules [Source:HGNC Symbol;Acc:HGNC:19048]	protein_coding	ASPM	ENSG00000066279.19
ENSG00000066294	CD84	CD84 molecule [Source:HGNC Symbol;Acc:HGNC:1704]	protein_coding	CD84	ENSG00000066294.15
ENSG00000066322	ELOVL1	ELOVL fatty acid elongase 1 [Source:HGNC Symbol;Acc:HGNC:14418]	protein_coding	ELOVL1	ENSG00000066322.15
ENSG00000066336	SPI1	Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241]	protein_coding	SPI1	ENSG00000066336.12
ENSG00000066382	MPPED2	metallophosphoesterase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1180]	protein_coding	MPPED2	ENSG00000066382.17
ENSG00000066405	CLDN18	claudin 18 [Source:HGNC Symbol;Acc:HGNC:2039]	protein_coding	CLDN18	ENSG00000066405.13
ENSG00000066422	ZBTB11	zinc finger and BTB domain containing 11 [Source:HGNC Symbol;Acc:HGNC:16740]	protein_coding	ZBTB11	ENSG00000066422.6
ENSG00000066427	ATXN3	ataxin 3 [Source:HGNC Symbol;Acc:HGNC:7106]	protein_coding	ATXN3	ENSG00000066427.25
ENSG00000066455	GOLGA5	golgin A5 [Source:HGNC Symbol;Acc:HGNC:4428]	protein_coding	GOLGA5	ENSG00000066455.13
ENSG00000066468	FGFR2	fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]	protein_coding	FGFR2	ENSG00000066468.24
ENSG00000066557	LRRC40	leucine rich repeat containing 40 [Source:HGNC Symbol;Acc:HGNC:26004]	protein_coding	LRRC40	ENSG00000066557.6
ENSG00000066583	ISOC1	isochorismatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24254]	protein_coding	ISOC1	ENSG00000066583.12
ENSG00000066629	EML1	EMAP like 1 [Source:HGNC Symbol;Acc:HGNC:3330]	protein_coding	EML1	ENSG00000066629.19
ENSG00000066654	THUMPD1	THUMP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23807]	protein_coding	THUMPD1	ENSG00000066654.14
ENSG00000066735	KIF26A	kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]	protein_coding	KIF26A	ENSG00000066735.16
ENSG00000066739	ATG2B	autophagy related 2B [Source:HGNC Symbol;Acc:HGNC:20187]	protein_coding	ATG2B	ENSG00000066739.12
ENSG00000066777	ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:15772]	protein_coding	ARFGEF1	ENSG00000066777.9
ENSG00000066813	ACSM2B	acyl-CoA synthetase medium chain family member 2B [Source:HGNC Symbol;Acc:HGNC:30931]	protein_coding	ACSM2B	ENSG00000066813.14
ENSG00000066827	ZFAT	zinc finger and AT-hook domain containing [Source:HGNC Symbol;Acc:HGNC:19899]	protein_coding	ZFAT	ENSG00000066827.16
ENSG00000066855	MTFR1	mitochondrial fission regulator 1 [Source:HGNC Symbol;Acc:HGNC:29510]	protein_coding	MTFR1	ENSG00000066855.16
ENSG00000066923	STAG3	stromal antigen 3 [Source:HGNC Symbol;Acc:HGNC:11356]	protein_coding	STAG3	ENSG00000066923.18
ENSG00000066926	FECH	ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647]	protein_coding	FECH	ENSG00000066926.13
ENSG00000066933	MYO9A	myosin IXA [Source:HGNC Symbol;Acc:HGNC:7608]	protein_coding	MYO9A	ENSG00000066933.16
ENSG00000067048	DDX3Y	DEAD-box helicase 3 Y-linked [Source:HGNC Symbol;Acc:HGNC:2699]	protein_coding	DDX3Y	ENSG00000067048.17
ENSG00000067057	PFKP	phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]	protein_coding	PFKP	ENSG00000067057.19
ENSG00000067064	IDI1	isopentenyl-diphosphate delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:5387]	protein_coding	IDI1	ENSG00000067064.13
ENSG00000067066	SP100	SP100 nuclear antigen [Source:HGNC Symbol;Acc:HGNC:11206]	protein_coding	SP100	ENSG00000067066.17
ENSG00000067082	KLF6	Kruppel like factor 6 [Source:HGNC Symbol;Acc:HGNC:2235]	protein_coding	KLF6	ENSG00000067082.15
ENSG00000067113	PLPP1	phospholipid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9228]	protein_coding	PLPP1	ENSG00000067113.17
ENSG00000067141	NEO1	neogenin 1 [Source:HGNC Symbol;Acc:HGNC:7754]	protein_coding	NEO1	ENSG00000067141.17
ENSG00000067167	TRAM1	translocation associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:20568]	protein_coding	TRAM1	ENSG00000067167.8
ENSG00000067177	PHKA1	phosphorylase kinase regulatory subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8925]	protein_coding	PHKA1	ENSG00000067177.15
ENSG00000067182	TNFRSF1A	TNF receptor superfamily member 1A [Source:HGNC Symbol;Acc:HGNC:11916]	protein_coding	TNFRSF1A	ENSG00000067182.9
ENSG00000067191	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:1401]	protein_coding	CACNB1	ENSG00000067191.16
ENSG00000067208	EVI5	ecotropic viral integration site 5 [Source:HGNC Symbol;Acc:HGNC:3501]	protein_coding	EVI5	ENSG00000067208.16
ENSG00000067221	STOML1	stomatin like 1 [Source:HGNC Symbol;Acc:HGNC:14560]	protein_coding	STOML1	ENSG00000067221.14
ENSG00000067225	PKM	pyruvate kinase M1/2 [Source:HGNC Symbol;Acc:HGNC:9021]	protein_coding	PKM	ENSG00000067225.21
ENSG00000067248	DHX29	DExH-box helicase 29 [Source:HGNC Symbol;Acc:HGNC:15815]	protein_coding	DHX29	ENSG00000067248.11
ENSG00000067334	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:24013]	protein_coding	DNTTIP2	ENSG00000067334.14
ENSG00000067365	METTL22	methyltransferase 22, Kin17 lysine [Source:HGNC Symbol;Acc:HGNC:28368]	protein_coding	METTL22	ENSG00000067365.15
ENSG00000067369	TP53BP1	tumor protein p53 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11999]	protein_coding	TP53BP1	ENSG00000067369.14
ENSG00000067445	TRO	trophinin [Source:HGNC Symbol;Acc:HGNC:12326]	protein_coding	TRO	ENSG00000067445.22
ENSG00000067533	RRP15	ribosomal RNA processing 15 homolog [Source:HGNC Symbol;Acc:HGNC:24255]	protein_coding	RRP15	ENSG00000067533.6
ENSG00000067560	RHOA	ras homolog family member A [Source:HGNC Symbol;Acc:HGNC:667]	protein_coding	RHOA	ENSG00000067560.14
ENSG00000067596	DHX8	DEAH-box helicase 8 [Source:HGNC Symbol;Acc:HGNC:2749]	protein_coding	DHX8	ENSG00000067596.12
ENSG00000067606	PRKCZ	protein kinase C zeta [Source:HGNC Symbol;Acc:HGNC:9412]	protein_coding	PRKCZ	ENSG00000067606.17
ENSG00000067646	ZFY	zinc finger protein Y-linked [Source:HGNC Symbol;Acc:HGNC:12870]	protein_coding	ZFY	ENSG00000067646.12
ENSG00000067704	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29685]	protein_coding	IARS2	ENSG00000067704.10
ENSG00000067715	SYT1	synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:11509]	protein_coding	SYT1	ENSG00000067715.14
ENSG00000067798	NAV3	neuron navigator 3 [Source:HGNC Symbol;Acc:HGNC:15998]	protein_coding	NAV3	ENSG00000067798.16
ENSG00000067829	IDH3G	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:5386]	protein_coding	IDH3G	ENSG00000067829.20
ENSG00000067836	ROGDI	rogdi atypical leucine zipper [Source:HGNC Symbol;Acc:HGNC:29478]	protein_coding	ROGDI	ENSG00000067836.13
ENSG00000067840	PDZD4	PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]	protein_coding	PDZD4	ENSG00000067840.13
ENSG00000067842	ATP2B3	ATPase plasma membrane Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:816]	protein_coding	ATP2B3	ENSG00000067842.18
ENSG00000067900	ROCK1	Rho associated coiled-coil containing protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:10251]	protein_coding	ROCK1	ENSG00000067900.8
ENSG00000067955	CBFB	core-binding factor subunit beta [Source:HGNC Symbol;Acc:HGNC:1539]	protein_coding	CBFB	ENSG00000067955.15
ENSG00000067992	PDK3	pyruvate dehydrogenase kinase 3 [Source:HGNC Symbol;Acc:HGNC:8811]	protein_coding	PDK3	ENSG00000067992.17
ENSG00000068001	HYAL2	hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:5321]	protein_coding	HYAL2	ENSG00000068001.14
ENSG00000068024	HDAC4	histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]	protein_coding	HDAC4	ENSG00000068024.18
ENSG00000068028	RASSF1	Ras association domain family member 1 [Source:HGNC Symbol;Acc:HGNC:9882]	protein_coding	RASSF1	ENSG00000068028.18
ENSG00000068078	FGFR3	fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:HGNC:3690]	protein_coding	FGFR3	ENSG00000068078.20
ENSG00000068097	HEATR6	HEAT repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:24076]	protein_coding	HEATR6	ENSG00000068097.16
ENSG00000068120	COASY	Coenzyme A synthase [Source:HGNC Symbol;Acc:HGNC:29932]	protein_coding	COASY	ENSG00000068120.15
ENSG00000068137	PLEKHH3	pleckstrin homology, MyTH4 and FERM domain containing H3 [Source:HGNC Symbol;Acc:HGNC:26105]	protein_coding	PLEKHH3	ENSG00000068137.15
ENSG00000068305	MEF2A	myocyte enhancer factor 2A [Source:HGNC Symbol;Acc:HGNC:6993]	protein_coding	MEF2A	ENSG00000068305.18
ENSG00000068308	OTUD5	OTU deubiquitinase 5 [Source:HGNC Symbol;Acc:HGNC:25402]	protein_coding	OTUD5	ENSG00000068308.15
ENSG00000068323	TFE3	transcription factor binding to IGHM enhancer 3 [Source:HGNC Symbol;Acc:HGNC:11752]	protein_coding	TFE3	ENSG00000068323.17
ENSG00000068354	TBC1D25	TBC1 domain family member 25 [Source:HGNC Symbol;Acc:HGNC:8092]	protein_coding	TBC1D25	ENSG00000068354.16
ENSG00000068366	ACSL4	acyl-CoA synthetase long chain family member 4 [Source:HGNC Symbol;Acc:HGNC:3571]	protein_coding	ACSL4	ENSG00000068366.21
ENSG00000068383	INPP5A	inositol polyphosphate-5-phosphatase A [Source:HGNC Symbol;Acc:HGNC:6076]	protein_coding	INPP5A	ENSG00000068383.19
ENSG00000068394	GPKOW	G-patch domain and KOW motifs [Source:HGNC Symbol;Acc:HGNC:30677]	protein_coding	GPKOW	ENSG00000068394.11
ENSG00000068400	GRIPAP1	GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18706]	protein_coding	GRIPAP1	ENSG00000068400.13
ENSG00000068438	FTSJ1	FtsJ RNA 2'-O-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:13254]	protein_coding	FTSJ1	ENSG00000068438.15
ENSG00000068489	PRR11	proline rich 11 [Source:HGNC Symbol;Acc:HGNC:25619]	protein_coding	PRR11	ENSG00000068489.13
ENSG00000068615	REEP1	receptor accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:25786]	protein_coding	REEP1	ENSG00000068615.20
ENSG00000068650	ATP11A	ATPase phospholipid transporting 11A [Source:HGNC Symbol;Acc:HGNC:13552]	protein_coding	ATP11A	ENSG00000068650.19
ENSG00000068654	POLR1A	RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:17264]	protein_coding	POLR1A	ENSG00000068654.17
ENSG00000068697	LAPTM4A	lysosomal protein transmembrane 4 alpha [Source:HGNC Symbol;Acc:HGNC:6924]	protein_coding	LAPTM4A	ENSG00000068697.7
ENSG00000068724	TTC7A	tetratricopeptide repeat domain 7A [Source:HGNC Symbol;Acc:HGNC:19750]	protein_coding	TTC7A	ENSG00000068724.18
ENSG00000068745	IP6K2	inositol hexakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:17313]	protein_coding	IP6K2	ENSG00000068745.15
ENSG00000068781	STON1-GTF2A1L	STON1-GTF2A1L readthrough [Source:HGNC Symbol;Acc:HGNC:30651]	protein_coding	STON1-GTF2A1L	ENSG00000068781.21
ENSG00000068784	SRBD1	S1 RNA binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25521]	protein_coding	SRBD1	ENSG00000068784.13
ENSG00000068796	KIF2A	kinesin family member 2A [Source:HGNC Symbol;Acc:HGNC:6318]	protein_coding	KIF2A	ENSG00000068796.19
ENSG00000068831	RASGRP2	RAS guanyl releasing protein 2 [Source:HGNC Symbol;Acc:HGNC:9879]	protein_coding	RASGRP2	ENSG00000068831.19
ENSG00000068878	PSME4	proteasome activator subunit 4 [Source:HGNC Symbol;Acc:HGNC:20635]	protein_coding	PSME4	ENSG00000068878.15
ENSG00000068885	IFT80	intraflagellar transport 80 [Source:HGNC Symbol;Acc:HGNC:29262]	protein_coding	IFT80	ENSG00000068885.15
ENSG00000068903	SIRT2	sirtuin 2 [Source:HGNC Symbol;Acc:HGNC:10886]	protein_coding	SIRT2	ENSG00000068903.21
ENSG00000068912	ERLEC1	endoplasmic reticulum lectin 1 [Source:HGNC Symbol;Acc:HGNC:25222]	protein_coding	ERLEC1	ENSG00000068912.15
ENSG00000068971	PPP2R5B	protein phosphatase 2 regulatory subunit B'beta [Source:HGNC Symbol;Acc:HGNC:9310]	protein_coding	PPP2R5B	ENSG00000068971.14
ENSG00000068976	PYGM	glycogen phosphorylase, muscle associated [Source:HGNC Symbol;Acc:HGNC:9726]	protein_coding	PYGM	ENSG00000068976.14
ENSG00000068985	PAGE1	PAGE family member 1 [Source:HGNC Symbol;Acc:HGNC:4107]	protein_coding	PAGE1	ENSG00000068985.5
ENSG00000069011	PITX1	paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]	protein_coding	PITX1	ENSG00000069011.16
ENSG00000069018	TRPC7	transient receptor potential cation channel subfamily C member 7 [Source:HGNC Symbol;Acc:HGNC:20754]	protein_coding	TRPC7	ENSG00000069018.19
ENSG00000069020	MAST4	microtubule associated serine/threonine kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:19037]	protein_coding	MAST4	ENSG00000069020.19
ENSG00000069188	SDK2	sidekick cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:19308]	protein_coding	SDK2	ENSG00000069188.17
ENSG00000069206	ADAM7	ADAM metallopeptidase domain 7 [Source:HGNC Symbol;Acc:HGNC:214]	protein_coding	ADAM7	ENSG00000069206.15
ENSG00000069248	NUP133	nucleoporin 133 [Source:HGNC Symbol;Acc:HGNC:18016]	protein_coding	NUP133	ENSG00000069248.12
ENSG00000069275	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923]	protein_coding	NUCKS1	ENSG00000069275.13
ENSG00000069329	VPS35	VPS35 retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487]	protein_coding	VPS35	ENSG00000069329.18
ENSG00000069345	DNAJA2	DnaJ heat shock protein family (Hsp40) member A2 [Source:HGNC Symbol;Acc:HGNC:14884]	protein_coding	DNAJA2	ENSG00000069345.12
ENSG00000069399	BCL3	BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998]	protein_coding	BCL3	ENSG00000069399.15
ENSG00000069424	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]	protein_coding	KCNAB2	ENSG00000069424.16
ENSG00000069431	ABCC9	ATP binding cassette subfamily C member 9 [Source:HGNC Symbol;Acc:HGNC:60]	protein_coding	ABCC9	ENSG00000069431.14
ENSG00000069482	GAL	galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]	protein_coding	GAL	ENSG00000069482.7
ENSG00000069493	CLEC2D	C-type lectin domain family 2 member D [Source:HGNC Symbol;Acc:HGNC:14351]	protein_coding	CLEC2D	ENSG00000069493.15
ENSG00000069509	FUNDC1	FUN14 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28746]	protein_coding	FUNDC1	ENSG00000069509.6
ENSG00000069535	MAOB	monoamine oxidase B [Source:HGNC Symbol;Acc:HGNC:6834]	protein_coding	MAOB	ENSG00000069535.14
ENSG00000069667	RORA	RAR related orphan receptor A [Source:HGNC Symbol;Acc:HGNC:10258]	protein_coding	RORA	ENSG00000069667.16
ENSG00000069702	TGFBR3	transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]	protein_coding	TGFBR3	ENSG00000069702.11
ENSG00000069764	PLA2G10	phospholipase A2 group X [Source:HGNC Symbol;Acc:HGNC:9029]	protein_coding	PLA2G10	ENSG00000069764.10
ENSG00000069812	HES2	hes family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:16005]	protein_coding	HES2	ENSG00000069812.11
ENSG00000069849	ATP1B3	ATPase Na+/K+ transporting subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:806]	protein_coding	ATP1B3	ENSG00000069849.11
ENSG00000069869	NEDD4	NEDD4 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7727]	protein_coding	NEDD4	ENSG00000069869.17
ENSG00000069943	PIGB	phosphatidylinositol glycan anchor biosynthesis class B [Source:HGNC Symbol;Acc:HGNC:8959]	protein_coding	PIGB	ENSG00000069943.10
ENSG00000069956	MAPK6	mitogen-activated protein kinase 6 [Source:HGNC Symbol;Acc:HGNC:6879]	protein_coding	MAPK6	ENSG00000069956.14
ENSG00000069966	GNB5	G protein subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:4401]	protein_coding	GNB5	ENSG00000069966.19
ENSG00000069974	RAB27A	RAB27A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9766]	protein_coding	RAB27A	ENSG00000069974.17
ENSG00000069998	HDHD5	haloacid dehalogenase like hydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:1843]	protein_coding	HDHD5	ENSG00000069998.12
ENSG00000070010	UFD1	ubiquitin recognition factor in ER associated degradation 1 [Source:HGNC Symbol;Acc:HGNC:12520]	protein_coding	UFD1	ENSG00000070010.19
ENSG00000070018	LRP6	LDL receptor related protein 6 [Source:HGNC Symbol;Acc:HGNC:6698]	protein_coding	LRP6	ENSG00000070018.9
ENSG00000070019	GUCY2C	guanylate cyclase 2C [Source:HGNC Symbol;Acc:HGNC:4688]	protein_coding	GUCY2C	ENSG00000070019.5
ENSG00000070031	SCT	secretin [Source:HGNC Symbol;Acc:HGNC:10607]	protein_coding	SCT	ENSG00000070031.4
ENSG00000070047	PHRF1	PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:24351]	protein_coding	PHRF1	ENSG00000070047.13
ENSG00000070061	ELP1	elongator acetyltransferase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:5959]	protein_coding	ELP1	ENSG00000070061.16
ENSG00000070081	NUCB2	nucleobindin 2 [Source:HGNC Symbol;Acc:HGNC:8044]	protein_coding	NUCB2	ENSG00000070081.18
ENSG00000070087	PFN2	profilin 2 [Source:HGNC Symbol;Acc:HGNC:8882]	protein_coding	PFN2	ENSG00000070087.15
ENSG00000070159	PTPN3	protein tyrosine phosphatase non-receptor type 3 [Source:HGNC Symbol;Acc:HGNC:9655]	protein_coding	PTPN3	ENSG00000070159.14
ENSG00000070182	SPTB	spectrin beta, erythrocytic [Source:HGNC Symbol;Acc:HGNC:11274]	protein_coding	SPTB	ENSG00000070182.21
ENSG00000070190	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1 [Source:HGNC Symbol;Acc:HGNC:16500]	protein_coding	DAPP1	ENSG00000070190.13
ENSG00000070193	FGF10	fibroblast growth factor 10 [Source:HGNC Symbol;Acc:HGNC:3666]	protein_coding	FGF10	ENSG00000070193.5
ENSG00000070269	TMEM260	transmembrane protein 260 [Source:HGNC Symbol;Acc:HGNC:20185]	protein_coding	TMEM260	ENSG00000070269.14
ENSG00000070366	SMG6	SMG6 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:17809]	protein_coding	SMG6	ENSG00000070366.14
ENSG00000070367	EXOC5	exocyst complex component 5 [Source:HGNC Symbol;Acc:HGNC:10696]	protein_coding	EXOC5	ENSG00000070367.16
ENSG00000070404	FSTL3	follistatin like 3 [Source:HGNC Symbol;Acc:HGNC:3973]	protein_coding	FSTL3	ENSG00000070404.10
ENSG00000070413	DGCR2	DiGeorge syndrome critical region gene 2 [Source:HGNC Symbol;Acc:HGNC:2845]	protein_coding	DGCR2	ENSG00000070413.20
ENSG00000070423	RNF126	ring finger protein 126 [Source:HGNC Symbol;Acc:HGNC:21151]	protein_coding	RNF126	ENSG00000070423.18
ENSG00000070495	JMJD6	jumonji domain containing 6, arginine demethylase and lysine hydroxylase [Source:HGNC Symbol;Acc:HGNC:19355]	protein_coding	JMJD6	ENSG00000070495.15
ENSG00000070501	POLB	DNA polymerase beta [Source:HGNC Symbol;Acc:HGNC:9174]	protein_coding	POLB	ENSG00000070501.12
ENSG00000070526	ST6GALNAC1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23614]	protein_coding	ST6GALNAC1	ENSG00000070526.15
ENSG00000070540	WIPI1	WD repeat domain, phosphoinositide interacting 1 [Source:HGNC Symbol;Acc:HGNC:25471]	protein_coding	WIPI1	ENSG00000070540.13
ENSG00000070601	FRMPD1	FERM and PDZ domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29159]	protein_coding	FRMPD1	ENSG00000070601.10
ENSG00000070610	GBA2	glucosylceramidase beta 2 [Source:HGNC Symbol;Acc:HGNC:18986]	protein_coding	GBA2	ENSG00000070610.14
ENSG00000070614	NDST1	N-deacetylase and N-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:7680]	protein_coding	NDST1	ENSG00000070614.15
ENSG00000070669	ASNS	asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753]	protein_coding	ASNS	ENSG00000070669.17
ENSG00000070718	AP3M2	adaptor related protein complex 3 subunit mu 2 [Source:HGNC Symbol;Acc:HGNC:570]	protein_coding	AP3M2	ENSG00000070718.12
ENSG00000070729	CNGB1	cyclic nucleotide gated channel subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:2151]	protein_coding	CNGB1	ENSG00000070729.14
ENSG00000070731	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10867]	protein_coding	ST6GALNAC2	ENSG00000070731.11
